ALDER,KØN,TID,INDHOLD
110,K,2048,0
110,K,2049,0
110,K,2050,0
110,K,2051,0
110,K,2052,0
110,K,2053,0
110,K,2054,0
110,K,2055,0
110,K,2056,0
110,K,2057,0
110,K,2058,0
110,K,2059,0
110,K,2060,0
111,M,2019,0
111,M,2020,0
111,M,2021,0
111,M,2022,0
111,M,2023,0
111,M,2024,0
111,M,2025,0
111,M,2026,0
111,M,2027,0
111,M,2028,0
111,M,2029,0
111,M,2030,0
111,M,2031,0
111,M,2032,0
111,M,2033,0
111,M,2034,0
111,M,2035,0
111,M,2036,0
111,M,2037,0
111,M,2038,0
111,M,2039,0
111,M,2040,0
111,M,2041,0
111,M,2042,0
111,M,2043,0
111,M,2044,0
111,M,2045,0
111,M,2046,0
111,M,2047,0
111,M,2048,0
111,M,2049,0
111,M,2050,0
111,M,2051,0
111,M,2052,0
111,M,2053,0
111,M,2054,0
111,M,2055,0
111,M,2056,0
111,M,2057,0
111,M,2058,0
111,M,2059,0
111,M,2060,0
111,K,2019,0
111,K,2020,0
111,K,2021,0
111,K,2022,0
111,K,2023,0
111,K,2024,0
111,K,2025,0
111,K,2026,0
111,K,2027,0
111,K,2028,0
111,K,2029,0
111,K,2030,0
111,K,2031,0
111,K,2032,0
111,K,2033,0
111,K,2034,0
111,K,2035,0
111,K,2036,0
111,K,2037,0
111,K,2038,0
111,K,2039,0
111,K,2040,0
111,K,2041,0
111,K,2042,0
111,K,2043,0
111,K,2044,0
111,K,2045,0
111,K,2046,0
111,K,2047,0
111,K,2048,0
111,K,2049,0
111,K,2050,0
111,K,2051,0
111,K,2052,0
111,K,2053,0
111,K,2054,0
111,K,2055,0
111,K,2056,0
111,K,2057,0
111,K,2058,0
111,K,2059,0
111,K,2060,0
112,M,2019,0
112,M,2020,0
112,M,2021,0
112,M,2022,0
112,M,2023,0
112,M,2024,0
112,M,2025,0
112,M,2026,0
112,M,2027,0
112,M,2028,0
112,M,2029,0
112,M,2030,0
112,M,2031,0
112,M,2032,0
112,M,2033,0
112,M,2034,0
112,M,2035,0
112,M,2036,0
112,M,2037,0
112,M,2038,0
112,M,2039,0
112,M,2040,0
112,M,2041,0
112,M,2042,0
112,M,2043,0
112,M,2044,0
112,M,2045,0
112,M,2046,0
112,M,2047,0
112,M,2048,0
112,M,2049,0
112,M,2050,0
112,M,2051,0
112,M,2052,0
112,M,2053,0
112,M,2054,0
112,M,2055,0
112,M,2056,0
112,M,2057,0
112,M,2058,0
112,M,2059,0
112,M,2060,0
112,K,2019,0
112,K,2020,0
112,K,2021,0
112,K,2022,0
112,K,2023,0
112,K,2024,0
112,K,2025,0
112,K,2026,0
112,K,2027,0
112,K,2028,0
112,K,2029,0
112,K,2030,0
112,K,2031,0
112,K,2032,0
112,K,2033,0
112,K,2034,0
112,K,2035,0
112,K,2036,0
112,K,2037,0
112,K,2038,0
112,K,2039,0
112,K,2040,0
112,K,2041,0
112,K,2042,0
112,K,2043,0
112,K,2044,0
112,K,2045,0
112,K,2046,0
112,K,2047,0
112,K,2048,0
112,K,2049,0
112,K,2050,0
112,K,2051,0
112,K,2052,0
112,K,2053,0
112,K,2054,0
112,K,2055,0
112,K,2056,0
112,K,2057,0
112,K,2058,0
112,K,2059,0
112,K,2060,0
113,M,2019,0
113,M,2020,0
113,M,2021,0
113,M,2022,0
113,M,2023,0
113,M,2024,0
113,M,2025,0
113,M,2026,0
113,M,2027,0
113,M,2028,0
113,M,2029,0
113,M,2030,0
113,M,2031,0
113,M,2032,0
113,M,2033,0
113,M,2034,0
113,M,2035,0
113,M,2036,0
113,M,2037,0
113,M,2038,0
113,M,2039,0
113,M,2040,0
113,M,2041,0
113,M,2042,0
113,M,2043,0
113,M,2044,0
113,M,2045,0
113,M,2046,0
113,M,2047,0
113,M,2048,0
113,M,2049,0
113,M,2050,0
113,M,2051,0
113,M,2052,0
113,M,2053,0
113,M,2054,0
113,M,2055,0
113,M,2056,0
113,M,2057,0
113,M,2058,0
113,M,2059,0
113,M,2060,0
113,K,2019,0
113,K,2020,0
113,K,2021,0
113,K,2022,0
113,K,2023,0
113,K,2024,0
113,K,2025,0
113,K,2026,0
113,K,2027,0
113,K,2028,0
113,K,2029,0
113,K,2030,0
113,K,2031,0
113,K,2032,0
113,K,2033,0
113,K,2034,0
113,K,2035,0
113,K,2036,0
113,K,2037,0
113,K,2038,0
113,K,2039,0
113,K,2040,0
113,K,2041,0
113,K,2042,0
113,K,2043,0
113,K,2044,0
113,K,2045,0
113,K,2046,0
113,K,2047,0
113,K,2048,0
113,K,2049,0
113,K,2050,0
113,K,2051,0
113,K,2052,0
113,K,2053,0
113,K,2054,0
113,K,2055,0
113,K,2056,0
113,K,2057,0
113,K,2058,0
113,K,2059,0
113,K,2060,0
114,M,2019,0
114,M,2020,0
114,M,2021,0
114,M,2022,0
114,M,2023,0
114,M,2024,0
114,M,2025,0
114,M,2026,0
114,M,2027,0
114,M,2028,0
114,M,2029,0
114,M,2030,0
114,M,2031,0
114,M,2032,0
114,M,2033,0
114,M,2034,0
114,M,2035,0
114,M,2036,0
114,M,2037,0
114,M,2038,0
114,M,2039,0
114,M,2040,0
114,M,2041,0
114,M,2042,0
114,M,2043,0
114,M,2044,0
114,M,2045,0
114,M,2046,0
114,M,2047,0
114,M,2048,0
114,M,2049,0
114,M,2050,0
114,M,2051,0
114,M,2052,0
114,M,2053,0
114,M,2054,0
114,M,2055,0
114,M,2056,0
114,M,2057,0
114,M,2058,0
114,M,2059,0
114,M,2060,0
114,K,2019,0
114,K,2020,0
114,K,2021,0
114,K,2022,0
114,K,2023,0
114,K,2024,0
114,K,2025,0
114,K,2026,0
114,K,2027,0
114,K,2028,0
114,K,2029,0
114,K,2030,0
114,K,2031,0
114,K,2032,0
114,K,2033,0
114,K,2034,0
114,K,2035,0
114,K,2036,0
114,K,2037,0
114,K,2038,0
114,K,2039,0
114,K,2040,0
114,K,2041,0
114,K,2042,0
114,K,2043,0
114,K,2044,0
114,K,2045,0
114,K,2046,0
114,K,2047,0
114,K,2048,0
114,K,2049,0
114,K,2050,0
114,K,2051,0
114,K,2052,0
114,K,2053,0
114,K,2054,0
114,K,2055,0
114,K,2056,0
114,K,2057,0
114,K,2058,0
114,K,2059,0
114,K,2060,0
115,M,2019,0
115,M,2020,0
115,M,2021,0
115,M,2022,0
115,M,2023,0
115,M,2024,0
115,M,2025,0
115,M,2026,0
115,M,2027,0
115,M,2028,0
115,M,2029,0
115,M,2030,0
115,M,2031,0
115,M,2032,0
115,M,2033,0
115,M,2034,0
115,M,2035,0
115,M,2036,0
115,M,2037,0
115,M,2038,0
115,M,2039,0
115,M,2040,0
115,M,2041,0
115,M,2042,0
115,M,2043,0
115,M,2044,0
115,M,2045,0
115,M,2046,0
115,M,2047,0
115,M,2048,0
115,M,2049,0
115,M,2050,0
115,M,2051,0
115,M,2052,0
115,M,2053,0
115,M,2054,0
115,M,2055,0
115,M,2056,0
115,M,2057,0
115,M,2058,0
115,M,2059,0
115,M,2060,0
115,K,2019,0
115,K,2020,0
115,K,2021,0
115,K,2022,0
115,K,2023,0
115,K,2024,0
115,K,2025,0
115,K,2026,0
115,K,2027,0
115,K,2028,0
115,K,2029,0
115,K,2030,0
115,K,2031,0
115,K,2032,0
115,K,2033,0
115,K,2034,0
115,K,2035,0
115,K,2036,0
115,K,2037,0
115,K,2038,0
115,K,2039,0
115,K,2040,0
115,K,2041,0
115,K,2042,0
115,K,2043,0
115,K,2044,0
115,K,2045,0
115,K,2046,0
115,K,2047,0
115,K,2048,0
115,K,2049,0
115,K,2050,0
115,K,2051,0
115,K,2052,0
115,K,2053,0
115,K,2054,0
115,K,2055,0
115,K,2056,0
115,K,2057,0
115,K,2058,0
115,K,2059,0
115,K,2060,0
116,M,2019,0
116,M,2020,0
116,M,2021,0
116,M,2022,0
116,M,2023,0
116,M,2024,0
116,M,2025,0
116,M,2026,0
116,M,2027,0
116,M,2028,0
116,M,2029,0
116,M,2030,0
116,M,2031,0
116,M,2032,0
116,M,2033,0
116,M,2034,0
116,M,2035,0
116,M,2036,0
116,M,2037,0
116,M,2038,0
116,M,2039,0
116,M,2040,0
116,M,2041,0
116,M,2042,0
116,M,2043,0
116,M,2044,0
116,M,2045,0
116,M,2046,0
116,M,2047,0
116,M,2048,0
116,M,2049,0
116,M,2050,0
116,M,2051,0
116,M,2052,0
116,M,2053,0
116,M,2054,0
116,M,2055,0
116,M,2056,0
116,M,2057,0
116,M,2058,0
116,M,2059,0
116,M,2060,0
116,K,2019,0
116,K,2020,0
116,K,2021,0
116,K,2022,0
116,K,2023,0
116,K,2024,0
116,K,2025,0
116,K,2026,0
116,K,2027,0
116,K,2028,0
116,K,2029,0
116,K,2030,0
116,K,2031,0
116,K,2032,0
116,K,2033,0
116,K,2034,0
116,K,2035,0
116,K,2036,0
116,K,2037,0
116,K,2038,0
116,K,2039,0
116,K,2040,0
116,K,2041,0
116,K,2042,0
116,K,2043,0
116,K,2044,0
116,K,2045,0
116,K,2046,0
116,K,2047,0
116,K,2048,0
116,K,2049,0
116,K,2050,0
116,K,2051,0
116,K,2052,0
116,K,2053,0
116,K,2054,0
116,K,2055,0
116,K,2056,0
116,K,2057,0
116,K,2058,0
116,K,2059,0
116,K,2060,0
117,M,2019,0
117,M,2020,0
117,M,2021,0
117,M,2022,0
117,M,2023,0
117,M,2024,0
117,M,2025,0
117,M,2026,0
117,M,2027,0
117,M,2028,0
117,M,2029,0
117,M,2030,0
117,M,2031,0
117,M,2032,0
117,M,2033,0
117,M,2034,0
117,M,2035,0
117,M,2036,0
117,M,2037,0
117,M,2038,0
117,M,2039,0
117,M,2040,0
117,M,2041,0
117,M,2042,0
117,M,2043,0
117,M,2044,0
117,M,2045,0
117,M,2046,0
117,M,2047,0
117,M,2048,0
117,M,2049,0
117,M,2050,0
117,M,2051,0
117,M,2052,0
117,M,2053,0
117,M,2054,0
117,M,2055,0
117,M,2056,0
117,M,2057,0
117,M,2058,0
117,M,2059,0
117,M,2060,0
117,K,2019,0
117,K,2020,0
117,K,2021,0
117,K,2022,0
117,K,2023,0
117,K,2024,0
117,K,2025,0
117,K,2026,0
117,K,2027,0
117,K,2028,0
117,K,2029,0
117,K,2030,0
117,K,2031,0
117,K,2032,0
117,K,2033,0
117,K,2034,0
117,K,2035,0
117,K,2036,0
117,K,2037,0
117,K,2038,0
117,K,2039,0
117,K,2040,0
117,K,2041,0
117,K,2042,0
117,K,2043,0
117,K,2044,0
117,K,2045,0
117,K,2046,0
117,K,2047,0
117,K,2048,0
117,K,2049,0
117,K,2050,0
117,K,2051,0
117,K,2052,0
117,K,2053,0
117,K,2054,0
117,K,2055,0
117,K,2056,0
117,K,2057,0
117,K,2058,0
117,K,2059,0
117,K,2060,0
118,M,2019,0
118,M,2020,0
118,M,2021,0
118,M,2022,0
118,M,2023,0
118,M,2024,0
118,M,2025,0
118,M,2026,0
118,M,2027,0
118,M,2028,0
118,M,2029,0
118,M,2030,0
118,M,2031,0
118,M,2032,0
118,M,2033,0
118,M,2034,0
118,M,2035,0
118,M,2036,0
118,M,2037,0
118,M,2038,0
118,M,2039,0
118,M,2040,0
118,M,2041,0
118,M,2042,0
118,M,2043,0
118,M,2044,0
118,M,2045,0
118,M,2046,0
118,M,2047,0
118,M,2048,0
118,M,2049,0
118,M,2050,0
118,M,2051,0
118,M,2052,0
118,M,2053,0
118,M,2054,0
118,M,2055,0
118,M,2056,0
118,M,2057,0
118,M,2058,0
118,M,2059,0
118,M,2060,0
118,K,2019,0
118,K,2020,0
118,K,2021,0
118,K,2022,0
118,K,2023,0
118,K,2024,0
118,K,2025,0
118,K,2026,0
118,K,2027,0
118,K,2028,0
118,K,2029,0
118,K,2030,0
118,K,2031,0
118,K,2032,0
118,K,2033,0
118,K,2034,0
118,K,2035,0
118,K,2036,0
118,K,2037,0
118,K,2038,0
118,K,2039,0
118,K,2040,0
118,K,2041,0
118,K,2042,0
118,K,2043,0
118,K,2044,0
118,K,2045,0
118,K,2046,0
118,K,2047,0
118,K,2048,0
118,K,2049,0
118,K,2050,0
118,K,2051,0
118,K,2052,0
118,K,2053,0
118,K,2054,0
118,K,2055,0
118,K,2056,0
118,K,2057,0
118,K,2058,0
118,K,2059,0
118,K,2060,0
119,M,2019,0
119,M,2020,0
119,M,2021,0
119,M,2022,0
119,M,2023,0
119,M,2024,0
119,M,2025,0
119,M,2026,0
119,M,2027,0
119,M,2028,0
119,M,2029,0
119,M,2030,0
119,M,2031,0
119,M,2032,0
119,M,2033,0
119,M,2034,0
119,M,2035,0
119,M,2036,0
119,M,2037,0
119,M,2038,0
119,M,2039,0
119,M,2040,0
119,M,2041,0
119,M,2042,0
119,M,2043,0
119,M,2044,0
119,M,2045,0
119,M,2046,0
119,M,2047,0
119,M,2048,0
119,M,2049,0
119,M,2050,0
119,M,2051,0
119,M,2052,0
119,M,2053,0
119,M,2054,0
119,M,2055,0
119,M,2056,0
119,M,2057,0
119,M,2058,0
119,M,2059,0
119,M,2060,0
119,K,2019,0
119,K,2020,0
119,K,2021,0
119,K,2022,0
119,K,2023,0
119,K,2024,0
119,K,2025,0
119,K,2026,0
119,K,2027,0
119,K,2028,0
119,K,2029,0
119,K,2030,0
119,K,2031,0
119,K,2032,0
119,K,2033,0
119,K,2034,0
119,K,2035,0
119,K,2036,0
119,K,2037,0
119,K,2038,0
119,K,2039,0
119,K,2040,0
119,K,2041,0
119,K,2042,0
119,K,2043,0
119,K,2044,0
119,K,2045,0
119,K,2046,0
119,K,2047,0
119,K,2048,0
119,K,2049,0
119,K,2050,0
119,K,2051,0
119,K,2052,0
119,K,2053,0
119,K,2054,0
119,K,2055,0
119,K,2056,0
119,K,2057,0
119,K,2058,0
119,K,2059,0
119,K,2060,0
120,M,2019,0
120,M,2020,0
120,M,2021,0
120,M,2022,0
120,M,2023,0
120,M,2024,0
120,M,2025,0
120,M,2026,0
120,M,2027,0
120,M,2028,0
120,M,2029,0
120,M,2030,0
120,M,2031,0
120,M,2032,0
120,M,2033,0
120,M,2034,0
120,M,2035,0
120,M,2036,0
120,M,2037,0
120,M,2038,0
120,M,2039,0
120,M,2040,0
120,M,2041,0
120,M,2042,0
120,M,2043,0
120,M,2044,0
120,M,2045,0
120,M,2046,0
120,M,2047,0
120,M,2048,0
120,M,2049,0
120,M,2050,0
120,M,2051,0
120,M,2052,0
120,M,2053,0
120,M,2054,0
120,M,2055,0
120,M,2056,0
120,M,2057,0
120,M,2058,0
120,M,2059,0
120,M,2060,0
120,K,2019,0
120,K,2020,0
120,K,2021,0
120,K,2022,0
120,K,2023,0
120,K,2024,0
120,K,2025,0
120,K,2026,0
120,K,2027,0
120,K,2028,0
120,K,2029,0
120,K,2030,0
120,K,2031,0
120,K,2032,0
120,K,2033,0
120,K,2034,0
120,K,2035,0
120,K,2036,0
120,K,2037,0
120,K,2038,0
120,K,2039,0
120,K,2040,0
120,K,2041,0
120,K,2042,0
120,K,2043,0
120,K,2044,0
120,K,2045,0
120,K,2046,0
120,K,2047,0
120,K,2048,0
120,K,2049,0
120,K,2050,0
120,K,2051,0
120,K,2052,0
120,K,2053,0
120,K,2054,0
120,K,2055,0
120,K,2056,0
120,K,2057,0
120,K,2058,0
120,K,2059,0
120,K,2060,0
121,M,2019,0
121,M,2020,0
121,M,2021,0
121,M,2022,0
121,M,2023,0
121,M,2024,0
121,M,2025,0
121,M,2026,0
121,M,2027,0
121,M,2028,0
121,M,2029,0
121,M,2030,0
121,M,2031,0
121,M,2032,0
121,M,2033,0
121,M,2034,0
121,M,2035,0
121,M,2036,0
121,M,2037,0
121,M,2038,0
121,M,2039,0
121,M,2040,0
121,M,2041,0
121,M,2042,0
121,M,2043,0
121,M,2044,0
121,M,2045,0
121,M,2046,0
121,M,2047,0
121,M,2048,0
121,M,2049,0
121,M,2050,0
121,M,2051,0
121,M,2052,0
121,M,2053,0
121,M,2054,0
121,M,2055,0
121,M,2056,0
121,M,2057,0
121,M,2058,0
121,M,2059,0
121,M,2060,0
121,K,2019,0
121,K,2020,0
121,K,2021,0
121,K,2022,0
121,K,2023,0
121,K,2024,0
121,K,2025,0
121,K,2026,0
121,K,2027,0
121,K,2028,0
121,K,2029,0
121,K,2030,0
121,K,2031,0
121,K,2032,0
121,K,2033,0
121,K,2034,0
121,K,2035,0
121,K,2036,0
121,K,2037,0
121,K,2038,0
121,K,2039,0
121,K,2040,0
121,K,2041,0
121,K,2042,0
121,K,2043,0
121,K,2044,0
121,K,2045,0
121,K,2046,0
121,K,2047,0
121,K,2048,0
121,K,2049,0
121,K,2050,0
121,K,2051,0
121,K,2052,0
121,K,2053,0
121,K,2054,0
121,K,2055,0
121,K,2056,0
121,K,2057,0
121,K,2058,0
121,K,2059,0
121,K,2060,0
122,M,2019,0
122,M,2020,0
122,M,2021,0
122,M,2022,0
122,M,2023,0
122,M,2024,0
122,M,2025,0
122,M,2026,0
122,M,2027,0
122,M,2028,0
122,M,2029,0
122,M,2030,0
122,M,2031,0
122,M,2032,0
122,M,2033,0
122,M,2034,0
122,M,2035,0
122,M,2036,0
122,M,2037,0
122,M,2038,0
122,M,2039,0
122,M,2040,0
122,M,2041,0
122,M,2042,0
122,M,2043,0
122,M,2044,0
122,M,2045,0
122,M,2046,0
122,M,2047,0
122,M,2048,0
122,M,2049,0
122,M,2050,0
122,M,2051,0
122,M,2052,0
122,M,2053,0
122,M,2054,0
122,M,2055,0
122,M,2056,0
122,M,2057,0
122,M,2058,0
122,M,2059,0
122,M,2060,0
122,K,2019,0
122,K,2020,0
122,K,2021,0
122,K,2022,0
122,K,2023,0
122,K,2024,0
122,K,2025,0
122,K,2026,0
122,K,2027,0
122,K,2028,0
122,K,2029,0
122,K,2030,0
122,K,2031,0
122,K,2032,0
122,K,2033,0
122,K,2034,0
122,K,2035,0
122,K,2036,0
122,K,2037,0
122,K,2038,0
122,K,2039,0
122,K,2040,0
122,K,2041,0
122,K,2042,0
122,K,2043,0
122,K,2044,0
122,K,2045,0
122,K,2046,0
122,K,2047,0
122,K,2048,0
122,K,2049,0
122,K,2050,0
122,K,2051,0
122,K,2052,0
122,K,2053,0
122,K,2054,0
122,K,2055,0
122,K,2056,0
122,K,2057,0
122,K,2058,0
122,K,2059,0
122,K,2060,0
123,M,2019,0
123,M,2020,0
123,M,2021,0
123,M,2022,0
123,M,2023,0
123,M,2024,0
123,M,2025,0
123,M,2026,0
123,M,2027,0
123,M,2028,0
123,M,2029,0
123,M,2030,0
123,M,2031,0
123,M,2032,0
123,M,2033,0
123,M,2034,0
123,M,2035,0
123,M,2036,0
123,M,2037,0
123,M,2038,0
123,M,2039,0
123,M,2040,0
123,M,2041,0
123,M,2042,0
123,M,2043,0
123,M,2044,0
123,M,2045,0
123,M,2046,0
123,M,2047,0
123,M,2048,0
123,M,2049,0
123,M,2050,0
123,M,2051,0
123,M,2052,0
123,M,2053,0
123,M,2054,0
123,M,2055,0
123,M,2056,0
123,M,2057,0
123,M,2058,0
123,M,2059,0
123,M,2060,0
123,K,2019,0
123,K,2020,0
123,K,2021,0
123,K,2022,0
123,K,2023,0
123,K,2024,0
123,K,2025,0
123,K,2026,0
123,K,2027,0
123,K,2028,0
123,K,2029,0
123,K,2030,0
123,K,2031,0
123,K,2032,0
123,K,2033,0
123,K,2034,0
123,K,2035,0
123,K,2036,0
123,K,2037,0
123,K,2038,0
123,K,2039,0
123,K,2040,0
123,K,2041,0
123,K,2042,0
123,K,2043,0
123,K,2044,0
123,K,2045,0
123,K,2046,0
123,K,2047,0
123,K,2048,0
123,K,2049,0
123,K,2050,0
123,K,2051,0
123,K,2052,0
123,K,2053,0
123,K,2054,0
123,K,2055,0
123,K,2056,0
123,K,2057,0
123,K,2058,0
123,K,2059,0
123,K,2060,0
124,M,2019,0
124,M,2020,0
124,M,2021,0
124,M,2022,0
124,M,2023,0
124,M,2024,0
124,M,2025,0
124,M,2026,0
124,M,2027,0
124,M,2028,0
124,M,2029,0
124,M,2030,0
124,M,2031,0
124,M,2032,0
124,M,2033,0
124,M,2034,0
124,M,2035,0
124,M,2036,0
124,M,2037,0
124,M,2038,0
124,M,2039,0
124,M,2040,0
124,M,2041,0
124,M,2042,0
124,M,2043,0
124,M,2044,0
124,M,2045,0
124,M,2046,0
124,M,2047,0
124,M,2048,0
124,M,2049,0
124,M,2050,0
124,M,2051,0
124,M,2052,0
124,M,2053,0
124,M,2054,0
124,M,2055,0
124,M,2056,0
124,M,2057,0
124,M,2058,0
124,M,2059,0
124,M,2060,0
124,K,2019,0
124,K,2020,0
124,K,2021,0
124,K,2022,0
124,K,2023,0
124,K,2024,0
124,K,2025,0
124,K,2026,0
124,K,2027,0
124,K,2028,0
124,K,2029,0
124,K,2030,0
124,K,2031,0
124,K,2032,0
124,K,2033,0
124,K,2034,0
124,K,2035,0
124,K,2036,0
124,K,2037,0
124,K,2038,0
124,K,2039,0
124,K,2040,0
124,K,2041,0
124,K,2042,0
124,K,2043,0
124,K,2044,0
124,K,2045,0
124,K,2046,0
124,K,2047,0
124,K,2048,0
124,K,2049,0
124,K,2050,0
124,K,2051,0
124,K,2052,0
124,K,2053,0
124,K,2054,0
124,K,2055,0
124,K,2056,0
124,K,2057,0
124,K,2058,0
124,K,2059,0
124,K,2060,0
125,M,2019,0
125,M,2020,0
125,M,2021,0
125,M,2022,0
125,M,2023,0
125,M,2024,0
125,M,2025,0
125,M,2026,0
125,M,2027,0
125,M,2028,0
125,M,2029,0
125,M,2030,0
125,M,2031,0
125,M,2032,0
125,M,2033,0
125,M,2034,0
125,M,2035,0
125,M,2036,0
125,M,2037,0
125,M,2038,0
125,M,2039,0
125,M,2040,0
125,M,2041,0
125,M,2042,0
125,M,2043,0
125,M,2044,0
125,M,2045,0
125,M,2046,0
125,M,2047,0
125,M,2048,0
125,M,2049,0
125,M,2050,0
125,M,2051,0
125,M,2052,0
125,M,2053,0
125,M,2054,0
125,M,2055,0
125,M,2056,0
125,M,2057,0
125,M,2058,0
125,M,2059,0
125,M,2060,0
125,K,2019,0
125,K,2020,0
125,K,2021,0
125,K,2022,0
125,K,2023,0
125,K,2024,0
125,K,2025,0
125,K,2026,0
125,K,2027,0
125,K,2028,0
125,K,2029,0
125,K,2030,0
125,K,2031,0
125,K,2032,0
125,K,2033,0
125,K,2034,0
125,K,2035,0
125,K,2036,0
125,K,2037,0
125,K,2038,0
125,K,2039,0
125,K,2040,0
125,K,2041,0
125,K,2042,0
125,K,2043,0
125,K,2044,0
125,K,2045,0
125,K,2046,0
125,K,2047,0
125,K,2048,0
125,K,2049,0
125,K,2050,0
125,K,2051,0
125,K,2052,0
125,K,2053,0
125,K,2054,0
125,K,2055,0
125,K,2056,0
125,K,2057,0
125,K,2058,0
125,K,2059,0
125,K,2060,0
0,M,1980,30347
0,M,1981,29207
0,M,1982,26987
0,M,1983,26964
0,M,1984,25929
0,M,1985,26499
0,M,1986,27445
0,M,1987,28447
0,M,1988,29013
0,M,1989,30299
0,M,1990,31369
0,M,1991,32565
0,M,1992,32945
0,M,1993,34757
0,M,1994,34568
0,M,1995,35612
0,M,1996,36054
0,M,1997,34853
0,M,1998,34774
0,M,1999,34074
0,M,2000,33906
0,M,2001,34418
0,M,2002,33479
0,M,2003,32990
0,M,2004,33351
0,M,2005,33142
0,M,2006,32908
0,M,2007,33537
0,M,2008,32976
0,M,2009,33656
0,M,2010,32435
0,M,2011,32628
0,M,2012,30184
0,M,2013,29991
0,M,2014,28751
0,M,2015,29375
0,M,2016,30049
0,M,2017,31971
0,M,2018,31624
0,K,1980,28886
0,K,1981,27959
0,K,1982,25993
0,K,1983,25678
0,K,1984,24915
0,K,1985,25302
0,K,1986,26386
0,K,1987,26938
0,K,1988,27177
0,K,1989,28498
0,K,1990,29863
0,K,1991,30863
0,K,1992,31378
0,K,1993,32894
0,K,1994,32792
0,K,1995,34093
0,K,1996,34051
0,K,1997,32938
0,K,1998,32868
0,K,1999,32131
0,K,2000,32396
0,K,2001,32672
0,K,2002,31991
0,K,2003,31179
0,K,2004,31704
0,K,2005,31593
0,K,2006,31603
0,K,2007,31669
0,K,2008,31436
0,K,2009,31648
0,K,2010,30743
0,K,2011,31111
0,K,2012,29122
0,K,2013,28255
0,K,2014,27410
0,K,2015,27755
0,K,2016,28556
0,K,2017,30054
0,K,2018,30107
1,M,1980,31791
1,M,1981,30408
1,M,1982,29217
1,M,1983,27032
1,M,1984,27040
1,M,1985,25993
1,M,1986,26603
1,M,1987,27615
1,M,1988,28584
1,M,1989,29062
1,M,1990,30353
1,M,1991,31454
1,M,1992,32691
1,M,1993,33107
1,M,1994,34953
1,M,1995,34747
1,M,1996,36007
1,M,1997,36262
1,M,1998,34998
1,M,1999,34913
1,M,2000,34238
1,M,2001,34089
1,M,2002,34580
1,M,2003,33652
1,M,2004,33148
1,M,2005,33326
1,M,2006,33275
1,M,2007,33019
1,M,2008,33797
1,M,2009,33212
1,M,2010,33984
1,M,2011,32714
1,M,2012,32854
1,M,2013,30402
1,M,2014,30273
1,M,2015,29064
1,M,2016,29750
1,M,2017,30364
1,M,2018,32226
1,K,1980,30373
1,K,1981,29042
1,K,1982,28077
1,K,1983,26099
1,K,1984,25775
1,K,1985,24982
1,K,1986,25447
1,K,1987,26591
1,K,1988,27120
1,K,1989,27322
1,K,1990,28601
1,K,1991,29961
1,K,1992,31038
1,K,1993,31549
1,K,1994,33052
1,K,1995,32967
1,K,1996,34415
1,K,1997,34313
1,K,1998,33132
1,K,1999,33070
1,K,2000,32365
1,K,2001,32637
1,K,2002,32982
1,K,2003,32215
1,K,2004,31401
1,K,2005,31766
1,K,2006,31780
1,K,2007,31746
1,K,2008,31925
1,K,2009,31678
1,K,2010,31993
1,K,2011,30951
1,K,2012,31314
1,K,2013,29316
1,K,2014,28448
1,K,2015,27684
1,K,2016,28144
1,K,2017,28889
1,K,2018,30282
2,M,1980,31780
2,M,1981,31830
2,M,1982,30390
2,M,1983,29277
2,M,1984,27018
2,M,1985,27063
2,M,1986,26075
2,M,1987,26730
2,M,1988,27743
2,M,1989,28570
2,M,1990,29114
2,M,1991,30455
2,M,1992,31564
2,M,1993,32817
2,M,1994,33253
2,M,1995,35080
2,M,1996,34960
2,M,1997,36196
2,M,1998,36386
2,M,1999,35088
2,M,2000,34981
2,M,2001,34332
2,M,2002,34169
2,M,2003,34640
2,M,2004,33634
2,M,2005,33162
2,M,2006,33338
2,M,2007,33251
2,M,2008,33129
2,M,2009,33943
2,M,2010,33380
2,M,2011,34125
2,M,2012,32813
2,M,2013,33032
2,M,2014,30596
2,M,2015,30485
2,M,2016,29459
2,M,2017,30069
2,M,2018,30524
2,K,1980,30379
2,K,1981,30375
2,K,1982,29062
2,K,1983,28095
2,K,1984,26112
2,K,1985,25786
2,K,1986,25062
2,K,1987,25576
2,K,1988,26656
2,K,1989,27139
2,K,1990,27358
2,K,1991,28692
2,K,1992,30147
2,K,1993,31136
2,K,1994,31651
2,K,1995,33197
2,K,1996,33231
2,K,1997,34579
2,K,1998,34448
2,K,1999,33238
2,K,2000,33174
2,K,2001,32482
2,K,2002,32743
2,K,2003,33082
2,K,2004,32251
2,K,2005,31445
2,K,2006,31817
2,K,2007,31829
2,K,2008,31864
2,K,2009,32119
2,K,2010,31825
2,K,2011,32110
2,K,2012,31029
2,K,2013,31390
2,K,2014,29450
2,K,2015,28649
2,K,2016,28025
2,K,2017,28451
2,K,2018,28999
3,M,1980,33736
3,M,1981,31768
3,M,1982,31827
3,M,1983,30344
3,M,1984,29262
3,M,1985,27017
3,M,1986,27145
3,M,1987,26180
3,M,1988,26836
3,M,1989,27789
3,M,1990,28649
3,M,1991,29236
3,M,1992,30550
3,M,1993,31672
3,M,1994,32890
3,M,1995,33328
3,M,1996,35352
3,M,1997,35136
