ALDER,KØN,TID,INDHOLD
54,K,2042,33807
54,K,2043,35217
54,K,2044,36477
54,K,2045,37424
54,K,2046,37849
54,K,2047,39165
54,K,2048,39036
54,K,2049,40357
54,K,2050,40065
54,K,2051,38981
54,K,2052,38848
54,K,2053,38196
54,K,2054,38350
54,K,2055,38754
54,K,2056,37999
54,K,2057,37243
54,K,2058,37720
54,K,2059,37867
54,K,2060,37963
55,M,2019,41001
55,M,2020,42129
55,M,2021,42968
55,M,2022,44473
55,M,2023,41381
55,M,2024,38954
55,M,2025,37509
55,M,2026,37406
55,M,2027,39278
55,M,2028,39379
55,M,2029,37774
55,M,2030,37822
55,M,2031,38258
55,M,2032,35860
55,M,2033,34221
55,M,2034,34509
55,M,2035,33507
55,M,2036,32741
55,M,2037,31019
55,M,2038,31336
55,M,2039,30482
55,M,2040,31243
55,M,2041,32247
55,M,2042,33286
55,M,2043,33872
55,M,2044,35191
55,M,2045,36295
55,M,2046,37533
55,M,2047,37804
55,M,2048,39576
55,M,2049,39265
55,M,2050,40311
55,M,2051,40433
55,M,2052,39293
55,M,2053,39157
55,M,2054,38519
55,M,2055,38309
55,M,2056,38793
55,M,2057,37891
55,M,2058,37607
55,M,2059,37919
55,M,2060,37927
55,K,2019,40655
55,K,2020,41260
55,K,2021,42542
55,K,2022,43859
55,K,2023,41035
55,K,2024,38294
55,K,2025,37045
55,K,2026,37561
55,K,2027,38953
55,K,2028,39907
55,K,2029,38161
55,K,2030,38370
55,K,2031,39129
55,K,2032,35894
55,K,2033,34753
55,K,2034,34925
55,K,2035,34013
55,K,2036,33483
55,K,2037,31740
55,K,2038,31591
55,K,2039,31141
55,K,2040,31584
55,K,2041,32887
55,K,2042,33300
55,K,2043,33711
55,K,2044,35117
55,K,2045,36378
55,K,2046,37324
55,K,2047,37753
55,K,2048,39068
55,K,2049,38942
55,K,2050,40262
55,K,2051,39972
55,K,2052,38893
55,K,2053,38760
55,K,2054,38109
55,K,2055,38267
55,K,2056,38672
55,K,2057,37918
55,K,2058,37164
55,K,2059,37641
55,K,2060,37788
56,M,2019,38474
56,M,2020,40782
56,M,2021,41900
56,M,2022,42729
56,M,2023,44224
56,M,2024,41142
56,M,2025,38728
56,M,2026,37289
56,M,2027,37188
56,M,2028,39054
56,M,2029,39151
56,M,2030,37558
56,M,2031,37604
56,M,2032,38039
56,M,2033,35650
56,M,2034,34016
56,M,2035,34303
56,M,2036,33303
56,M,2037,32540
56,M,2038,30821
56,M,2039,31137
56,M,2040,30288
56,M,2041,31045
56,M,2042,32046
56,M,2043,33081
56,M,2044,33668
56,M,2045,34985
56,M,2046,36087
56,M,2047,37322
56,M,2048,37597
56,M,2049,39365
56,M,2050,39059
56,M,2051,40106
56,M,2052,40230
56,M,2053,39095
56,M,2054,38963
56,M,2055,38329
56,M,2056,38121
56,M,2057,38608
56,M,2058,37709
56,M,2059,37428
56,M,2060,37742
56,K,2019,38303
56,K,2020,40543
56,K,2021,41142
56,K,2022,42421
56,K,2023,43736
56,K,2024,40918
56,K,2025,38184
56,K,2026,36939
56,K,2027,37456
56,K,2028,38848
56,K,2029,39798
56,K,2030,38058
56,K,2031,38266
56,K,2032,39024
56,K,2033,35797
56,K,2034,34658
56,K,2035,34830
56,K,2036,33919
56,K,2037,33388
56,K,2038,31650
56,K,2039,31500
56,K,2040,31051
56,K,2041,31495
56,K,2042,32796
56,K,2043,33208
56,K,2044,33619
56,K,2045,35022
56,K,2046,36284
56,K,2047,37230
56,K,2048,37662
56,K,2049,38979
56,K,2050,38854
56,K,2051,40175
56,K,2052,39888
56,K,2053,38810
56,K,2054,38678
56,K,2055,38031
56,K,2056,38191
56,K,2057,38596
56,K,2058,37845
56,K,2059,37093
56,K,2060,37570
57,M,2019,37143
57,M,2020,38262
57,M,2021,40551
57,M,2022,41662
57,M,2023,42484
57,M,2024,43969
57,M,2025,40904
57,M,2026,38501
57,M,2027,37071
57,M,2028,36969
57,M,2029,38831
57,M,2030,38926
57,M,2031,37344
57,M,2032,37386
57,M,2033,37821
57,M,2034,35447
57,M,2035,33820
57,M,2036,34106
57,M,2037,33110
57,M,2038,32347
57,M,2039,30637
57,M,2040,30951
57,M,2041,30106
57,M,2042,30861
57,M,2043,31862
57,M,2044,32892
57,M,2045,33478
57,M,2046,34791
57,M,2047,35893
57,M,2048,37127
57,M,2049,37406
57,M,2050,39170
57,M,2051,38867
57,M,2052,39914
57,M,2053,40040
57,M,2054,38912
57,M,2055,38783
57,M,2056,38154
57,M,2057,37950
57,M,2058,38436
57,M,2059,37543
57,M,2060,37264
57,K,2019,37147
57,K,2020,38172
57,K,2021,40401
57,K,2022,40999
57,K,2023,42275
57,K,2024,43589
57,K,2025,40782
57,K,2026,38055
57,K,2027,36816
57,K,2028,37332
57,K,2029,38723
57,K,2030,39671
57,K,2031,37935
57,K,2032,38146
57,K,2033,38901
57,K,2034,35684
57,K,2035,34549
57,K,2036,34721
57,K,2037,33810
57,K,2038,33281
57,K,2039,31547
57,K,2040,31399
57,K,2041,30949
57,K,2042,31394
57,K,2043,32692
57,K,2044,33104
57,K,2045,33515
57,K,2046,34916
57,K,2047,36177
57,K,2048,37124
57,K,2049,37559
57,K,2050,38876
57,K,2051,38752
57,K,2052,40073
57,K,2053,39788
57,K,2054,38716
57,K,2055,38586
57,K,2056,37941
57,K,2057,38102
57,K,2058,38509
57,K,2059,37761
57,K,2060,37010
58,M,2019,37028
58,M,2020,36904
58,M,2021,38016
58,M,2022,40289
58,M,2023,41391
58,M,2024,42209
58,M,2025,43687
58,M,2026,40640
58,M,2027,38251
58,M,2028,36831
58,M,2029,36731
58,M,2030,38589
58,M,2031,38682
58,M,2032,37112
58,M,2033,37154
58,M,2034,37589
58,M,2035,35226
58,M,2036,33607
58,M,2037,33891
58,M,2038,32899
58,M,2039,32139
58,M,2040,30438
58,M,2041,30748
58,M,2042,29906
58,M,2043,30662
58,M,2044,31659
58,M,2045,32687
58,M,2046,33273
58,M,2047,34584
58,M,2048,35685
58,M,2049,36916
58,M,2050,37200
58,M,2051,38963
58,M,2052,38663
58,M,2053,39710
58,M,2054,39838
58,M,2055,38717
58,M,2056,38590
58,M,2057,37967
58,M,2058,37765
58,M,2059,38254
58,M,2060,37363
58,K,2019,36891
58,K,2020,37017
58,K,2021,38035
58,K,2022,40258
58,K,2023,40852
58,K,2024,42127
58,K,2025,43439
58,K,2026,40641
58,K,2027,37922
58,K,2028,36690
58,K,2029,37206
58,K,2030,38596
58,K,2031,39542
58,K,2032,37811
58,K,2033,38023
58,K,2034,38776
58,K,2035,35570
58,K,2036,34437
58,K,2037,34608
58,K,2038,33699
58,K,2039,33170
58,K,2040,31443
58,K,2041,31293
58,K,2042,30845
58,K,2043,31290
58,K,2044,32584
58,K,2045,32997
58,K,2046,33406
58,K,2047,34805
58,K,2048,36068
58,K,2049,37014
58,K,2050,37450
58,K,2051,38767
58,K,2052,38647
58,K,2053,39966
58,K,2054,39683
58,K,2055,38614
58,K,2056,38487
58,K,2057,37846
58,K,2058,38006
58,K,2059,38414
58,K,2060,37670
59,M,2019,35036
59,M,2020,36768
59,M,2021,36649
59,M,2022,37751
59,M,2023,40012
59,M,2024,41109
59,M,2025,41923
59,M,2026,43398
59,M,2027,40367
59,M,2028,37996
59,M,2029,36589
59,M,2030,36491
59,M,2031,38346
59,M,2032,38438
59,M,2033,36881
59,M,2034,36923
59,M,2035,37359
59,M,2036,35011
59,M,2037,33399
59,M,2038,33682
59,M,2039,32696
59,M,2040,31941
59,M,2041,30247
59,M,2042,30556
59,M,2043,29721
59,M,2044,30473
59,M,2045,31469
59,M,2046,32493
59,M,2047,33079
59,M,2048,34389
59,M,2049,35488
59,M,2050,36718
59,M,2051,37008
59,M,2052,38768
59,M,2053,38472
59,M,2054,39518
59,M,2055,39650
59,M,2056,38535
59,M,2057,38412
59,M,2058,37793
59,M,2059,37596
59,M,2060,38086
59,K,2019,35373
59,K,2020,36750
59,K,2021,36877
59,K,2022,37893
59,K,2023,40110
59,K,2024,40703
59,K,2025,41975
59,K,2026,43287
59,K,2027,40498
59,K,2028,37790
59,K,2029,36563
59,K,2030,37080
59,K,2031,38469
59,K,2032,39412
59,K,2033,37689
59,K,2034,37900
59,K,2035,38651
59,K,2036,35454
59,K,2037,34325
59,K,2038,34497
59,K,2039,33590
59,K,2040,33060
59,K,2041,31340
59,K,2042,31191
59,K,2043,30742
59,K,2044,31187
59,K,2045,32478
59,K,2046,32893
59,K,2047,33303
59,K,2048,34699
59,K,2049,35963
59,K,2050,36906
59,K,2051,37346
59,K,2052,38664
59,K,2053,38544
59,K,2054,39865
59,K,2055,39585
59,K,2056,38519
59,K,2057,38394
59,K,2058,37754
59,K,2059,37918
59,K,2060,38327
60,M,2019,35027
60,M,2020,34776
60,M,2021,36493
60,M,2022,36378
60,M,2023,37475
60,M,2024,39720
60,M,2025,40813
60,M,2026,41626
60,M,2027,43092
60,M,2028,40083
60,M,2029,37729
60,M,2030,36334
60,M,2031,36237
60,M,2032,38085
60,M,2033,38180
60,M,2034,36635
60,M,2035,36676
60,M,2036,37115
60,M,2037,34782
60,M,2038,33178
60,M,2039,33462
60,M,2040,32479
60,M,2041,31731
60,M,2042,30045
60,M,2043,30355
60,M,2044,29525
60,M,2045,30276
60,M,2046,31269
60,M,2047,32289
60,M,2048,32877
60,M,2049,34184
60,M,2050,35282
60,M,2051,36510
60,M,2052,36803
60,M,2053,38560
60,M,2054,38267
60,M,2055,39315
60,M,2056,39449
60,M,2057,38341
60,M,2058,38221
60,M,2059,37608
60,M,2060,37413
60,K,2019,35400
60,K,2020,35226
60,K,2021,36597
60,K,2022,36730
60,K,2023,37742
60,K,2024,39951
60,K,2025,40542
60,K,2026,41812
60,K,2027,43122
60,K,2028,40344
60,K,2029,37645
60,K,2030,36425
60,K,2031,36944
60,K,2032,38330
60,K,2033,39270
60,K,2034,37554
60,K,2035,37767
60,K,2036,38515
60,K,2037,35330
60,K,2038,34204
60,K,2039,34374
60,K,2040,33470
60,K,2041,32943
60,K,2042,31227
60,K,2043,31077
60,K,2044,30631
60,K,2045,31076
60,K,2046,32366
60,K,2047,32780
60,K,2048,33191
60,K,2049,34583
60,K,2050,35847
60,K,2051,36789
60,K,2052,37231
60,K,2053,38549
60,K,2054,38433
60,K,2055,39752
60,K,2056,39474
60,K,2057,38413
60,K,2058,38290
60,K,2059,37653
60,K,2060,37818
61,M,2019,34459
61,M,2020,34728
61,M,2021,34483
61,M,2022,36187
61,M,2023,36078
61,M,2024,37171
61,M,2025,39401
61,M,2026,40492
61,M,2027,41303
61,M,2028,42765
61,M,2029,39780
61,M,2030,37448
61,M,2031,36069
61,M,2032,35976
61,M,2033,37818
61,M,2034,37914
61,M,2035,36385
61,M,2036,36431
61,M,2037,36868
61,M,2038,34554
61,M,2039,32961
61,M,2040,33247
61,M,2041,32272
61,M,2042,31532
61,M,2043,29857
61,M,2044,30165
61,M,2045,29342
61,M,2046,30094
61,M,2047,31085
61,M,2048,32103
61,M,2049,32692
61,M,2050,33994
61,M,2051,35092
61,M,2052,36316
61,M,2053,36614
61,M,2054,38366
61,M,2055,38078
61,M,2056,39124
61,M,2057,39263
61,M,2058,38163
61,M,2059,38048
61,M,2060,37437
61,K,2019,34874
61,K,2020,35221
61,K,2021,35053
61,K,2022,36418
61,K,2023,36556
61,K,2024,37564
61,K,2025,39767
61,K,2026,40357
61,K,2027,41627
61,K,2028,42937
61,K,2029,40173
61,K,2030,37486
61,K,2031,36273
61,K,2032,36793
61,K,2033,38178
61,K,2034,39116
61,K,2035,37408
61,K,2036,37622
61,K,2037,38371
61,K,2038,35197
61,K,2039,34077
61,K,2040,34248
61,K,2041,33347
61,K,2042,32823
61,K,2043,31113
61,K,2044,30966
61,K,2045,30520
61,K,2046,30966
61,K,2047,32254
61,K,2048,32670
61,K,2049,33078
61,K,2050,34469
61,K,2051,35733
61,K,2052,36675
61,K,2053,37122
61,K,2054,38439
61,K,2055,38325
61,K,2056,39642
61,K,2057,39369
61,K,2058,38312
61,K,2059,38190
61,K,2060,37556
62,M,2019,34324
62,M,2020,34149
62,M,2021,34421
62,M,2022,34185
62,M,2023,35880
62,M,2024,35776
62,M,2025,36867
62,M,2026,39087
62,M,2027,40177
62,M,2028,40988
62,M,2029,42446
62,M,2030,39487
62,M,2031,37177
62,M,2032,35813
62,M,2033,35725
62,M,2034,37560
62,M,2035,37661
62,M,2036,36146
62,M,2037,36196
62,M,2038,36637
62,M,2039,34339
62,M,2040,32760
62,M,2041,33048
62,M,2042,32081
62,M,2043,31346
62,M,2044,29684
62,M,2045,29995
62,M,2046,29179
62,M,2047,29928
62,M,2048,30917
62,M,2049,31933
62,M,2050,32523
62,M,2051,33825
62,M,2052,34919
62,M,2053,36144
62,M,2054,36445
62,M,2055,38195
62,M,2056,37911
62,M,2057,38957
62,M,2058,39100
62,M,2059,38006
62,M,2060,37895
62,K,2019,34985
62,K,2020,34675
62,K,2021,35025
62,K,2022,34862
62,K,2023,36223
62,K,2024,36367
62,K,2025,37373
62,K,2026,39570
62,K,2027,40161
62,K,2028,41429
62,K,2029,42739
62,K,2030,39992
62,K,2031,37317
62,K,2032,36114
62,K,2033,36637
62,K,2034,38019
62,K,2035,38957
62,K,2036,37256
62,K,2037,37473
62,K,2038,38220
62,K,2039,35061
62,K,2040,33947
62,K,2041,34119
62,K,2042,33220
62,K,2043,32699
62,K,2044,30998
62,K,2045,30851
62,K,2046,30409
62,K,2047,30856
62,K,2048,32140
62,K,2049,32556
62,K,2050,32966
62,K,2051,34355
62,K,2052,35619
62,K,2053,36561
62,K,2054,37009
62,K,2055,38325
62,K,2056,38214
62,K,2057,39533
62,K,2058,39262
62,K,2059,38209
62,K,2060,38090
63,M,2019,33643
63,M,2020,33976
63,M,2021,33809
63,M,2022,34084
63,M,2023,33858
63,M,2024,35542
63,M,2025,35450
63,M,2026,36539
63,M,2027,38744
63,M,2028,39834
63,M,2029,40643
63,M,2030,42100
63,M,2031,39167
63,M,2032,36882
63,M,2033,35534
63,M,2034,35454
63,M,2035,37282
63,M,2036,37387
63,M,2037,35889
63,M,2038,35942
63,M,2039,36384
63,M,2040,34105
63,M,2041,32538
63,M,2042,32830
63,M,2043,31870
63,M,2044,31143
63,M,2045,29492
63,M,2046,29806
63,M,2047,28997
63,M,2048,29747
63,M,2049,30735
63,M,2050,31748
63,M,2051,32339
63,M,2052,33638
63,M,2053,34733
63,M,2054,35955
63,M,2055,36261
63,M,2056,38009
63,M,2057,37729
63,M,2058,38776
63,M,2059,38921
63,M,2060,37835
63,K,2019,34182
63,K,2020,34777
63,K,2021,34472
63,K,2022,34821
63,K,2023,34662
63,K,2024,36017
63,K,2025,36167
63,K,2026,37170
63,K,2027,39359
63,K,2028,39950
63,K,2029,41215
63,K,2030,42523
63,K,2031,39791
63,K,2032,37131
63,K,2033,35938
63,K,2034,36459
63,K,2035,37841
63,K,2036,38777
63,K,2037,37088
63,K,2038,37305
63,K,2039,38052
63,K,2040,34907
63,K,2041,33798
63,K,2042,33973
63,K,2043,33078
63,K,2044,32557
63,K,2045,30864
63,K,2046,30721
63,K,2047,30280
63,K,2048,30728
63,K,2049,32010
63,K,2050,32426
63,K,2051,32838
63,K,2052,34224
63,K,2053,35487
63,K,2054,36429
63,K,2055,36878
63,K,2056,38195
63,K,2057,38087
63,K,2058,39404
63,K,2059,39136
63,K,2060,38088
64,M,2019,32289
64,M,2020,33285
64,M,2021,33621
64,M,2022,33463
64,M,2023,33743
64,M,2024,33526
64,M,2025,35199
64,M,2026,35115
64,M,2027,36203
64,M,2028,38396
64,M,2029,39483
64,M,2030,40293
64,M,2031,41746
64,M,2032,38843
64,M,2033,36582
64,M,2034,35251
64,M,2035,35175
64,M,2036,36997
64,M,2037,37107
64,M,2038,35626
64,M,2039,35682
64,M,2040,36129
64,M,2041,33868
64,M,2042,32315
64,M,2043,32608
64,M,2044,31659
64,M,2045,30939
64,M,2046,29300
64,M,2047,29615
64,M,2048,28814
64,M,2049,29565
64,M,2050,30549
64,M,2051,31562
64,M,2052,32154
64,M,2053,33451
64,M,2054,34545
64,M,2055,35766
64,M,2056,36076
64,M,2057,37820
64,M,2058,37546
64,M,2059,38592
64,M,2060,38740
64,K,2019,33631
64,K,2020,33951
64,K,2021,34546
64,K,2022,34250
64,K,2023,34601
64,K,2024,34449
64,K,2025,35799
64,K,2026,35955
64,K,2027,36955
64,K,2028,39137
64,K,2029,39729
64,K,2030,40996
64,K,2031,42302
64,K,2032,39588
64,K,2033,36944
64,K,2034,35760
64,K,2035,36283
64,K,2036,37663
64,K,2037,38598
64,K,2038,36919
64,K,2039,37137
64,K,2040,37886
64,K,2041,34756
64,K,2042,33654
64,K,2043,33828
64,K,2044,32939
64,K,2045,32423
64,K,2046,30739
64,K,2047,30597
64,K,2048,30159
64,K,2049,30606
64,K,2050,31886
64,K,2051,32304
64,K,2052,32716
64,K,2053,34098
64,K,2054,35363
64,K,2055,36304
64,K,2056,36758
64,K,2057,38073
64,K,2058,37967
64,K,2059,39284
64,K,2060,39020
65,M,2019,32655
65,M,2020,31919
65,M,2021,32910
65,M,2022,33254
65,M,2023,33105
65,M,2024,33388
65,M,2025,33181
65,M,2026,34847
65,M,2027,34772
65,M,2028,35857
65,M,2029,38035
65,M,2030,39123
65,M,2031,39935
65,M,2032,41383
65,M,2033,38508
65,M,2034,36273
65,M,2035,34959
65,M,2036,34890
65,M,2037,36706
65,M,2038,36820
65,M,2039,35355
65,M,2040,35415
65,M,2041,35865
65,M,2042,33624
65,M,2043,32084
65,M,2044,32380
65,M,2045,31440
65,M,2046,30729
65,M,2047,29102
65,M,2048,29418
65,M,2049,28624
65,M,2050,29375
65,M,2051,30359
65,M,2052,31371
65,M,2053,31962
65,M,2054,33259
65,M,2055,34351
65,M,2056,35571
65,M,2057,35884
65,M,2058,37628
65,M,2059,37357
65,M,2060,38405
65,K,2019,33766
65,K,2020,33388
65,K,2021,33713
65,K,2022,34310
65,K,2023,34020
65,K,2024,34374
65,K,2025,34226
65,K,2026,35572
65,K,2027,35732
65,K,2028,36734
65,K,2029,38908
65,K,2030,39499
65,K,2031,40762
65,K,2032,42069
65,K,2033,39373
65,K,2034,36746
65,K,2035,35571
65,K,2036,36097
65,K,2037,37474
65,K,2038,38407
65,K,2039,36739
65,K,2040,36960
65,K,2041,37706
65,K,2042,34595
65,K,2043,33499
65,K,2044,33674
65,K,2045,32790
65,K,2046,32277
65,K,2047,30601
65,K,2048,30461
65,K,2049,30026
65,K,2050,30474
65,K,2051,31753
65,K,2052,32171
65,K,2053,32584
65,K,2054,33963
65,K,2055,35226
65,K,2056,36168
65,K,2057,36624
65,K,2058,37940
65,K,2059,37836
65,K,2060,39153
66,M,2019,31589
66,M,2020,32219
66,M,2021,31507
66,M,2022,32494
66,M,2023,32845
66,M,2024,32709
66,M,2025,32998
66,M,2026,32804
66,M,2027,34460
66,M,2028,34396
66,M,2029,35481
66,M,2030,37644
66,M,2031,38733
66,M,2032,39546
66,M,2033,40991
66,M,2034,38151
66,M,2035,35943
66,M,2036,34648
66,M,2037,34586
66,M,2038,36396
66,M,2039,36517
66,M,2040,35069
66,M,2041,35135
66,M,2042,35588
66,M,2043,33368
66,M,2044,31843
66,M,2045,32143
66,M,2046,31213
66,M,2047,30511
66,M,2048,28900
66,M,2049,29218
66,M,2050,28433
66,M,2051,29184
66,M,2052,30168
66,M,2053,31177
66,M,2054,31770
66,M,2055,33063
66,M,2056,34155
66,M,2057,35374
66,M,2058,35693
66,M,2059,37432
66,M,2060,37167
66,K,2019,32915
66,K,2020,33523
66,K,2021,33154
66,K,2022,33479
66,K,2023,34078
66,K,2024,33797
66,K,2025,34151
66,K,2026,34010
66,K,2027,35353
66,K,2028,35519
66,K,2029,36517
66,K,2030,38685
66,K,2031,39278
66,K,2032,40538
66,K,2033,41844
66,K,2034,39167
66,K,2035,36558
66,K,2036,35393
66,K,2037,35920
66,K,2038,37297
66,K,2039,38229
66,K,2040,36572
66,K,2041,36795
66,K,2042,37542
66,K,2043,34446
66,K,2044,33357
66,K,2045,33535
66,K,2046,32656
66,K,2047,32147
66,K,2048,30480
66,K,2049,30343
66,K,2050,29912
66,K,2051,30360
66,K,2052,31636
66,K,2053,32057
66,K,2054,32469
66,K,2055,33846
66,K,2056,35110
66,K,2057,36051
66,K,2058,36510
66,K,2059,37827
66,K,2060,37726
67,M,2019,30887
67,M,2020,31172
67,M,2021,31805
67,M,2022,31113
67,M,2023,32095
67,M,2024,32450
67,M,2025,32326
67,M,2026,32620
67,M,2027,32438
67,M,2028,34085
67,M,2029,34031
67,M,2030,35115
67,M,2031,37266
67,M,2032,38353
67,M,2033,39168
67,M,2034,40607
67,M,2035,37802
67,M,2036,35622
67,M,2037,34346
67,M,2038,34291
67,M,2039,36095
67,M,2040,36220
67,M,2041,34793
67,M,2042,34863
67,M,2043,35320
67,M,2044,33121
67,M,2045,31613
67,M,2046,31915
67,M,2047,30997
67,M,2048,30304
67,M,2049,28705
67,M,2050,29027
67,M,2051,28251
67,M,2052,29001
67,M,2053,29983
67,M,2054,30991
67,M,2055,31586
67,M,2056,32878
67,M,2057,33970
67,M,2058,35187
67,M,2059,35512
67,M,2060,37246
67,K,2019,31969
67,K,2020,32623
67,K,2021,33233
67,K,2022,32874
67,K,2023,33206
67,K,2024,33803
67,K,2025,33532
67,K,2026,33891
67,K,2027,33757
67,K,2028,35093
67,K,2029,35267
67,K,2030,36263
67,K,2031,38422
67,K,2032,39017
67,K,2033,40278
67,K,2034,41581
67,K,2035,38924
67,K,2036,36333
67,K,2037,35182
67,K,2038,35711
67,K,2039,37083
67,K,2040,38015
67,K,2041,36371
67,K,2042,36596
67,K,2043,37343
67,K,2044,34265
67,K,2045,33185
67,K,2046,33365
67,K,2047,32493
67,K,2048,31988
67,K,2049,30331
67,K,2050,30196
67,K,2051,29768
67,K,2052,30219
67,K,2053,31491
67,K,2054,31913
67,K,2055,32326
67,K,2056,33701
67,K,2057,34963
67,K,2058,35904
67,K,2059,36366
67,K,2060,37683
68,M,2019,31007
68,M,2020,30409
68,M,2021,30703
68,M,2022,31339
68,M,2023,30671
68,M,2024,31650
68,M,2025,32015
68,M,2026,31906
68,M,2027,32206
68,M,2028,32041
68,M,2029,33679
68,M,2030,33636
68,M,2031,34719
68,M,2032,36856
68,M,2033,37944
68,M,2034,38760
68,M,2035,40198
68,M,2036,37428
68,M,2037,35279
68,M,2038,34024
68,M,2039,33978
68,M,2040,35772
68,M,2041,35904
68,M,2042,34497
68,M,2043,34575
68,M,2044,35036
68,M,2045,32861
68,M,2046,31368
68,M,2047,31675
68,M,2048,30769
68,M,2049,30086
68,M,2050,28504
68,M,2051,28829
68,M,2052,28062
68,M,2053,28813
68,M,2054,29794
68,M,2055,30801
68,M,2056,31397
68,M,2057,32687
68,M,2058,33777
68,M,2059,34993
68,M,2060,35322
68,K,2019,33032
68,K,2020,31686
68,K,2021,32342
68,K,2022,32952
68,K,2023,32601
68,K,2024,32936
68,K,2025,33536
68,K,2026,33272
68,K,2027,33634
68,K,2028,33504
68,K,2029,34837
68,K,2030,35016
68,K,2031,36010
68,K,2032,38159
68,K,2033,38754
68,K,2034,40012
68,K,2035,41315
68,K,2036,38681
68,K,2037,36110
68,K,2038,34969
68,K,2039,35501
68,K,2040,36870
68,K,2041,37801
68,K,2042,36169
68,K,2043,36399
68,K,2044,37145
68,K,2045,34087
68,K,2046,33014
68,K,2047,33196
68,K,2048,32330
68,K,2049,31831
68,K,2050,30187
68,K,2051,30052
68,K,2052,29630
68,K,2053,30082
68,K,2054,31353
68,K,2055,31775
68,K,2056,32188
68,K,2057,33562
68,K,2058,34822
68,K,2059,35763
68,K,2060,36227
69,M,2019,30359
69,M,2020,30505
69,M,2021,29930
69,M,2022,30233
69,M,2023,30872
69,M,2024,30226
69,M,2025,31204
69,M,2026,31577
69,M,2027,31480
69,M,2028,31788
69,M,2029,31635
69,M,2030,33264
69,M,2031,33233
69,M,2032,34314
69,M,2033,36438
69,M,2034,37525
69,M,2035,38343
69,M,2036,39776
69,M,2037,37045
69,M,2038,34927
69,M,2039,33693
69,M,2040,33655
69,M,2041,35442
69,M,2042,35582
69,M,2043,34195
69,M,2044,34279
69,M,2045,34743
69,M,2046,32594
69,M,2047,31119
69,M,2048,31430
69,M,2049,30536
69,M,2050,29864
69,M,2051,28298
69,M,2052,28626
69,M,2053,27870
69,M,2054,28621
69,M,2055,29602
69,M,2056,30607
69,M,2057,31205
69,M,2058,32491
69,M,2059,33582
69,M,2060,34795
69,K,2019,32509
69,K,2020,32699
69,K,2021,31376
69,K,2022,32032
69,K,2023,32643
69,K,2024,32303
69,K,2025,32641
69,K,2026,33241
69,K,2027,32989
69,K,2028,33353
69,K,2029,33231
69,K,2030,34558
69,K,2031,34742
69,K,2032,35734
69,K,2033,37875
69,K,2034,38472
69,K,2035,39728
69,K,2036,41028
69,K,2037,38416
69,K,2038,35867
69,K,2039,34741
69,K,2040,35273
69,K,2041,36640
69,K,2042,37570
69,K,2043,35952
69,K,2044,36185
69,K,2045,36930
69,K,2046,33894
69,K,2047,32830
69,K,2048,33016
69,K,2049,32155
69,K,2050,31662
69,K,2051,30028
69,K,2052,29898
69,K,2053,29480
69,K,2054,29932
69,K,2055,31199
69,K,2056,31622
69,K,2057,32038
69,K,2058,33408
69,K,2059,34669
69,K,2060,35608
70,M,2019,31682
70,M,2020,29795
70,M,2021,29956
70,M,2022,29408
70,M,2023,29721
70,M,2024,30366
70,M,2025,29748
70,M,2026,30724
70,M,2027,31106
70,M,2028,31025
70,M,2029,31342
70,M,2030,31206
70,M,2031,32824
70,M,2032,32807
70,M,2033,33887
70,M,2034,35998
70,M,2035,37085
70,M,2036,37907
70,M,2037,39335
70,M,2038,36646
70,M,2039,34561
70,M,2040,33350
70,M,2041,33322
70,M,2042,35102
70,M,2043,35250
70,M,2044,33885
70,M,2045,33976
70,M,2046,34446
70,M,2047,32320
70,M,2048,30867
70,M,2049,31180
70,M,2050,30299
70,M,2051,29640
70,M,2052,28089
70,M,2053,28420
70,M,2054,27675
70,M,2055,28426
70,M,2056,29407
70,M,2057,30410
70,M,2058,31011
70,M,2059,32296
70,M,2060,33384
70,K,2019,33601
70,K,2020,32131
70,K,2021,32328
70,K,2022,31027
70,K,2023,31682
70,K,2024,32297
70,K,2025,31967
70,K,2026,32308
70,K,2027,32910
70,K,2028,32667
70,K,2029,33033
70,K,2030,32920
70,K,2031,34240
70,K,2032,34432
70,K,2033,35422
70,K,2034,37551
70,K,2035,38149
70,K,2036,39402
70,K,2037,40700
70,K,2038,38115
70,K,2039,35590
70,K,2040,34477
70,K,2041,35012
70,K,2042,36374
70,K,2043,37303
70,K,2044,35701
70,K,2045,35937
70,K,2046,36683
70,K,2047,33669
70,K,2048,32615
70,K,2049,32803
70,K,2050,31951
70,K,2051,31463
70,K,2052,29843
70,K,2053,29716
70,K,2054,29303
70,K,2055,29757
70,K,2056,31021
70,K,2057,31446
70,K,2058,31863
70,K,2059,33229
70,K,2060,34488
71,M,2019,33088
71,M,2020,31093
71,M,2021,29254
71,M,2022,29425
71,M,2023,28900
71,M,2024,29221
71,M,2025,29867
71,M,2026,29271
71,M,2027,30244
71,M,2028,30633
71,M,2029,30565
71,M,2030,30888
71,M,2031,30764
71,M,2032,32372
71,M,2033,32367
71,M,2034,33444
71,M,2035,35539
71,M,2036,36624
71,M,2037,37448
71,M,2038,38873
71,M,2039,36225
71,M,2040,34173
71,M,2041,32985
71,M,2042,32966
71,M,2043,34738
71,M,2044,34894
71,M,2045,33551
71,M,2046,33651
71,M,2047,34125
71,M,2048,32027
71,M,2049,30592
71,M,2050,30911
71,M,2051,30042
71,M,2052,29393
71,M,2053,27863
