ALDER;KØN;TID;INDHOLD
16;K;2023;33734
16;K;2024;33484
16;K;2025;33790
16;K;2026;32751
16;K;2027;33110
16;K;2028;31166
16;K;2029;30200
16;K;2030;29409
16;K;2031;29607
16;K;2032;30168
16;K;2033;31583
16;K;2034;31533
16;K;2035;32739
16;K;2036;33238
16;K;2037;33739
16;K;2038;34264
16;K;2039;34842
16;K;2040;35452
16;K;2041;35994
16;K;2042;36363
16;K;2043;36566
16;K;2044;36648
16;K;2045;36649
16;K;2046;36597
16;K;2047;36510
16;K;2048;36400
16;K;2049;36276
16;K;2050;36139
16;K;2051;35988
16;K;2052;35821
16;K;2053;35633
16;K;2054;35424
16;K;2055;35198
16;K;2056;34965
16;K;2057;34737
16;K;2058;34538
16;K;2059;34386
16;K;2060;34297
17;M;2019;34993
17;M;2020;34694
17;M;2021;34988
17;M;2022;35055
17;M;2023;34955
17;M;2024;35765
17;M;2025;35326
17;M;2026;36142
17;M;2027;34813
17;M;2028;34943
17;M;2029;32456
17;M;2030;32228
17;M;2031;30883
17;M;2032;31418
17;M;2033;31861
17;M;2034;33720
17;M;2035;33224
17;M;2036;34592
17;M;2037;35126
17;M;2038;35658
17;M;2039;36218
17;M;2040;36831
17;M;2041;37482
17;M;2042;38054
17;M;2043;38450
17;M;2044;38665
17;M;2045;38753
17;M;2046;38754
17;M;2047;38699
17;M;2048;38607
17;M;2049;38491
17;M;2050;38360
17;M;2051;38215
17;M;2052;38057
17;M;2053;37882
17;M;2054;37683
17;M;2055;37463
17;M;2056;37225
17;M;2057;36980
17;M;2058;36742
17;M;2059;36532
17;M;2060;36370
17;K;2019;33490
17;K;2020;32716
17;K;2021;33250
17;K;2022;33446
17;K;2023;33557
17;K;2024;33788
17;K;2025;33530
17;K;2026;33826
17;K;2027;32788
17;K;2028;33147
17;K;2029;31202
17;K;2030;30238
17;K;2031;29448
17;K;2032;29648
17;K;2033;30221
17;K;2034;31646
17;K;2035;31595
17;K;2036;32804
17;K;2037;33308
17;K;2038;33809
17;K;2039;34337
17;K;2040;34913
17;K;2041;35524
17;K;2042;36065
17;K;2043;36434
17;K;2044;36638
17;K;2045;36720
17;K;2046;36722
17;K;2047;36670
17;K;2048;36581
17;K;2049;36470
17;K;2050;36347
17;K;2051;36210
17;K;2052;36060
17;K;2053;35892
17;K;2054;35704
17;K;2055;35496
17;K;2056;35269
17;K;2057;35035
17;K;2058;34810
17;K;2059;34610
17;K;2060;34457
18;M;2019;36137
18;M;2020;35253
18;M;2021;34932
18;M;2022;35215
18;M;2023;35259
18;M;2024;35149
18;M;2025;35952
18;M;2026;35511
18;M;2027;36332
18;M;2028;35003
18;M;2029;35130
18;M;2030;32648
18;M;2031;32419
18;M;2032;31077
18;M;2033;31623
18;M;2034;32081
18;M;2035;33945
18;M;2036;33445
18;M;2037;34803
18;M;2038;35339
18;M;2039;35873
18;M;2040;36435
18;M;2041;37049
18;M;2042;37701
18;M;2043;38275
18;M;2044;38671
18;M;2045;38887
18;M;2046;38975
18;M;2047;38976
18;M;2048;38922
18;M;2049;38829
18;M;2050;38712
18;M;2051;38581
18;M;2052;38436
18;M;2053;38278
18;M;2054;38102
18;M;2055;37904
18;M;2056;37684
18;M;2057;37447
18;M;2058;37200
18;M;2059;36963
18;M;2060;36753
18;K;2019;34550
18;K;2020;33737
18;K;2021;32944
18;K;2022;33460
18;K;2023;33642
18;K;2024;33751
18;K;2025;33967
18;K;2026;33711
18;K;2027;33996
18;K;2028;32953
18;K;2029;33313
18;K;2030;31367
18;K;2031;30400
18;K;2032;29611
18;K;2033;29817
18;K;2034;30400
18;K;2035;31832
18;K;2036;31780
18;K;2037;32984
18;K;2038;33491
18;K;2039;33992
18;K;2040;34520
18;K;2041;35099
18;K;2042;35711
18;K;2043;36252
18;K;2044;36624
18;K;2045;36826
18;K;2046;36908
18;K;2047;36909
18;K;2048;36857
18;K;2049;36769
18;K;2050;36659
18;K;2051;36535
18;K;2052;36398
18;K;2053;36248
18;K;2054;36080
18;K;2055;35892
18;K;2056;35683
18;K;2057;35457
18;K;2058;35223
18;K;2059;34996
18;K;2060;34797
19;M;2019;36447
19;M;2020;36865
19;M;2021;35926
19;M;2022;35573
19;M;2023;35838
19;M;2024;35858
19;M;2025;35737
19;M;2026;36530
19;M;2027;36089
19;M;2028;36912
19;M;2029;35585
19;M;2030;35709
19;M;2031;33240
19;M;2032;33011
19;M;2033;31674
19;M;2034;32225
19;M;2035;32694
19;M;2036;34553
19;M;2037;34052
19;M;2038;35397
19;M;2039;35932
19;M;2040;36465
19;M;2041;37025
19;M;2042;37639
19;M;2043;38288
19;M;2044;38861
19;M;2045;39256
19;M;2046;39472
19;M;2047;39559
19;M;2048;39561
19;M;2049;39505
19;M;2050;39413
19;M;2051;39297
19;M;2052;39167
19;M;2053;39024
19;M;2054;38865
19;M;2055;38689
19;M;2056;38492
19;M;2057;38274
19;M;2058;38036
19;M;2059;37791
19;M;2060;37554
19;K;2019;34705
19;K;2020;35096
19;K;2021;34247
19;K;2022;33436
19;K;2023;33927
19;K;2024;34093
19;K;2025;34204
19;K;2026;34407
19;K;2027;34151
19;K;2028;34429
19;K;2029;33386
19;K;2030;33749
19;K;2031;31817
19;K;2032;30847
19;K;2033;30070
19;K;2034;30281
19;K;2035;30870
19;K;2036;32298
19;K;2037;32242
19;K;2038;33433
19;K;2039;33936
19;K;2040;34437
19;K;2041;34963
19;K;2042;35539
19;K;2043;36148
19;K;2044;36687
19;K;2045;37056
19;K;2046;37258
19;K;2047;37339
19;K;2048;37340
19;K;2049;37288
19;K;2050;37201
19;K;2051;37092
19;K;2052;36968
19;K;2053;36832
19;K;2054;36683
19;K;2055;36515
19;K;2056;36329
19;K;2057;36121
19;K;2058;35897
19;K;2059;35664
19;K;2060;35439
20;M;2019;37456
20;M;2020;37171
20;M;2021;37545
20;M;2022;36570
20;M;2023;36201
20;M;2024;36457
20;M;2025;36463
20;M;2026;36336
20;M;2027;37120
20;M;2028;36679
20;M;2029;37504
20;M;2030;36183
20;M;2031;36305
20;M;2032;33850
20;M;2033;33621
20;M;2034;32292
20;M;2035;32849
20;M;2036;33329
20;M;2037;35186
20;M;2038;34684
20;M;2039;36017
20;M;2040;36553
20;M;2041;37086
20;M;2042;37645
20;M;2043;38257
20;M;2044;38906
20;M;2045;39481
20;M;2046;39873
20;M;2047;40088
20;M;2048;40174
20;M;2049;40176
20;M;2050;40121
20;M;2051;40030
20;M;2052;39915
20;M;2053;39784
20;M;2054;39641
20;M;2055;39484
20;M;2056;39309
20;M;2057;39112
20;M;2058;38895
20;M;2059;38658
20;M;2060;38414
20;K;2019;35673
20;K;2020;35727
20;K;2021;36074
20;K;2022;35192
20;K;2023;34364
20;K;2024;34839
20;K;2025;34994
20;K;2026;35107
20;K;2027;35299
20;K;2028;35050
20;K;2029;35323
20;K;2030;34284
20;K;2031;34650
20;K;2032;32730
20;K;2033;31764
20;K;2034;30993
20;K;2035;31209
20;K;2036;31807
20;K;2037;33234
20;K;2038;33177
20;K;2039;34363
20;K;2040;34868
20;K;2041;35369
20;K;2042;35894
20;K;2043;36472
20;K;2044;37082
20;K;2045;37622
20;K;2046;37992
20;K;2047;38195
20;K;2048;38276
20;K;2049;38276
20;K;2050;38224
20;K;2051;38138
20;K;2052;38027
20;K;2053;37904
20;K;2054;37768
20;K;2055;37619
20;K;2056;37453
20;K;2057;37267
20;K;2058;37059
20;K;2059;36836
20;K;2060;36605
21;M;2019;38900
21;M;2020;38131
21;M;2021;37807
21;M;2022;38164
21;M;2023;37167
21;M;2024;36798
21;M;2025;37057
21;M;2026;37054
21;M;2027;36928
21;M;2028;37705
21;M;2029;37263
21;M;2030;38089
21;M;2031;36771
21;M;2032;36887
21;M;2033;34437
21;M;2034;34206
21;M;2035;32879
21;M;2036;33441
21;M;2037;33934
21;M;2038;35790
21;M;2039;35287
21;M;2040;36616
21;M;2041;37153
21;M;2042;37687
21;M;2043;38248
21;M;2044;38862
21;M;2045;39512
21;M;2046;40085
21;M;2047;40480
21;M;2048;40695
21;M;2049;40782
21;M;2050;40783
21;M;2051;40730
21;M;2052;40639
21;M;2053;40522
21;M;2054;40392
21;M;2055;40250
21;M;2056;40092
21;M;2057;39917
21;M;2058;39721
21;M;2059;39502
21;M;2060;39266
21;K;2019;37228
21;K;2020;36459
21;K;2021;36492
21;K;2022;36828
21;K;2023;35945
21;K;2024;35118
21;K;2025;35593
21;K;2026;35745
21;K;2027;35858
21;K;2028;36047
21;K;2029;35795
21;K;2030;36065
21;K;2031;35018
21;K;2032;35388
21;K;2033;33463
21;K;2034;32494
21;K;2035;31721
21;K;2036;31943
21;K;2037;32554
21;K;2038;33995
21;K;2039;33936
21;K;2040;35126
21;K;2041;35637
21;K;2042;36141
21;K;2043;36672
21;K;2044;37254
21;K;2045;37869
21;K;2046;38413
21;K;2047;38786
21;K;2048;38989
21;K;2049;39071
21;K;2050;39073
21;K;2051;39022
21;K;2052;38935
21;K;2053;38824
21;K;2054;38701
21;K;2055;38564
21;K;2056;38414
21;K;2057;38248
21;K;2058;38061
21;K;2059;37853
21;K;2060;37629
22;M;2019;39509
22;M;2020;39376
22;M;2021;38580
22;M;2022;38237
22;M;2023;38592
22;M;2024;37589
22;M;2025;37223
22;M;2026;37488
22;M;2027;37482
22;M;2028;37355
22;M;2029;38128
22;M;2030;37686
22;M;2031;38512
22;M;2032;37198
22;M;2033;37315
22;M;2034;34873
22;M;2035;34641
22;M;2036;33324
22;M;2037;33890
22;M;2038;34394
22;M;2039;36253
22;M;2040;35750
22;M;2041;37076
22;M;2042;37615
22;M;2043;38150
22;M;2044;38711
22;M;2045;39326
22;M;2046;39977
22;M;2047;40552
22;M;2048;40947
22;M;2049;41163
22;M;2050;41251
22;M;2051;41254
22;M;2052;41200
22;M;2053;41108
22;M;2054;40993
22;M;2055;40864
22;M;2056;40721
22;M;2057;40563
22;M;2058;40389
22;M;2059;40193
22;M;2060;39975
22;K;2019;37854
22;K;2020;37708
22;K;2021;36932
22;K;2022;36965
22;K;2023;37298
22;K;2024;36430
22;K;2025;35606
22;K;2026;36082
22;K;2027;36231
22;K;2028;36337
22;K;2029;36520
22;K;2030;36268
22;K;2031;36526
22;K;2032;35485
22;K;2033;35852
22;K;2034;33927
22;K;2035;32963
22;K;2036;32187
22;K;2037;32417
22;K;2038;33038
22;K;2039;34489
22;K;2040;34437
22;K;2041;35634
22;K;2042;36147
22;K;2043;36655
22;K;2044;37187
22;K;2045;37770
22;K;2046;38388
22;K;2047;38933
22;K;2048;39306
22;K;2049;39510
22;K;2050;39592
22;K;2051;39596
22;K;2052;39543
22;K;2053;39456
22;K;2054;39346
22;K;2055;39221
22;K;2056;39086
22;K;2057;38936
22;K;2058;38769
22;K;2059;38581
22;K;2060;38374
23;M;2019;41446
23;M;2020;40137
23;M;2021;39961
23;M;2022;39153
23;M;2023;38803
23;M;2024;39165
23;M;2025;38163
23;M;2026;37804
23;M;2027;38072
23;M;2028;38064
23;M;2029;37935
23;M;2030;38705
23;M;2031;38260
23;M;2032;39082
23;M;2033;37775
23;M;2034;37890
23;M;2035;35455
23;M;2036;35223
23;M;2037;33912
23;M;2038;34482
23;M;2039;34994
23;M;2040;36859
23;M;2041;36361
23;M;2042;37685
23;M;2043;38227
23;M;2044;38763
23;M;2045;39325
23;M;2046;39939
23;M;2047;40591
23;M;2048;41167
23;M;2049;41561
23;M;2050;41779
23;M;2051;41864
23;M;2052;41868
23;M;2053;41813
23;M;2054;41722
23;M;2055;41607
23;M;2056;41478
23;M;2057;41335
23;M;2058;41178
23;M;2059;41005
23;M;2060;40808
23;K;2019;39582
23;K;2020;38443
23;K;2021;38274
23;K;2022;37498
23;K;2023;37542
23;K;2024;37884
23;K;2025;37028
23;K;2026;36213
23;K;2027;36688
23;K;2028;36836
23;K;2029;36941
23;K;2030;37119
23;K;2031;36868
23;K;2032;37121
23;K;2033;36081
23;K;2034;36451
23;K;2035;34526
23;K;2036;33566
23;K;2037;32794
23;K;2038;33024
23;K;2039;33657
23;K;2040;35113
23;K;2041;35063
23;K;2042;36259
23;K;2043;36776
23;K;2044;37286
23;K;2045;37819
23;K;2046;38403
23;K;2047;39020
23;K;2048;39567
23;K;2049;39942
23;K;2050;40146
23;K;2051;40228
23;K;2052;40229
23;K;2053;40178
23;K;2054;40090
23;K;2055;39980
23;K;2056;39857
23;K;2057;39721
23;K;2058;39571
23;K;2059;39405
23;K;2060;39218
24;M;2019;41909
24;M;2020;41921
24;M;2021;40577
24;M;2022;40369
24;M;2023;39559
24;M;2024;39211
24;M;2025;39583
24;M;2026;38586
24;M;2027;38232
24;M;2028;38504
24;M;2029;38493
24;M;2030;38364
24;M;2031;39128
24;M;2032;38681
24;M;2033;39496
24;M;2034;38196
24;M;2035;38311
24;M;2036;35882
24;M;2037;35650
24;M;2038;34345
24;M;2039;34915
24;M;2040;35433
24;M;2041;37296
24;M;2042;36801
24;M;2043;38125
24;M;2044;38667
24;M;2045;39201
24;M;2046;39762
24;M;2047;40374
24;M;2048;41023
24;M;2049;41598
24;M;2050;41991
24;M;2051;42206
24;M;2052;42292
24;M;2053;42295
24;M;2054;42241
24;M;2055;42151
24;M;2056;42036
24;M;2057;41907
24;M;2058;41767
24;M;2059;41611
24;M;2060;41436
24;K;2019;40420
24;K;2020;40049
24;K;2021;38882
24;K;2022;38693
24;K;2023;37924
24;K;2024;37978
24;K;2025;38328
24;K;2026;37485
24;K;2027;36680
24;K;2028;37153
24;K;2029;37301
24;K;2030;37404
24;K;2031;37578
24;K;2032;37330
24;K;2033;37576
24;K;2034;36540
24;K;2035;36908
24;K;2036;34991
24;K;2037;34035
24;K;2038;33265
24;K;2039;33502
24;K;2040;34142
24;K;2041;35605
24;K;2042;35557
24;K;2043;36753
24;K;2044;37270
24;K;2045;37779
24;K;2046;38313
24;K;2047;38896
24;K;2048;39514
24;K;2049;40058
24;K;2050;40433
24;K;2051;40638
24;K;2052;40719
24;K;2053;40720
24;K;2054;40669
24;K;2055;40581
24;K;2056;40471
24;K;2057;40347
24;K;2058;40211
24;K;2059;40062
24;K;2060;39897
25;M;2019;41073
25;M;2020;42241
25;M;2021;42219
25;M;2022;40860
25;M;2023;40637
25;M;2024;39836
25;M;2025;39497
25;M;2026;39881
25;M;2027;38891
25;M;2028;38543
25;M;2029;38821
25;M;2030;38809
25;M;2031;38678
25;M;2032;39437
25;M;2033;38988
25;M;2034;39805
25;M;2035;38510
25;M;2036;38626
25;M;2037;36208
25;M;2038;35974
25;M;2039;34680
25;M;2040;35255
25;M;2041;35781
25;M;2042;37650
25;M;2043;37159
25;M;2044;38475
25;M;2045;39017
25;M;2046;39552
25;M;2047;40113
25;M;2048;40726
25;M;2049;41374
25;M;2050;41946
25;M;2051;42340
25;M;2052;42554
25;M;2053;42641
25;M;2054;42644
25;M;2055;42591
25;M;2056;42501
25;M;2057;42387
25;M;2058;42257
25;M;2059;42116
25;M;2060;41960
25;K;2019;39371
25;K;2020;40725
25;K;2021;40349
25;K;2022;39183
25;K;2023;38998
25;K;2024;38245
25;K;2025;38315
25;K;2026;38674
25;K;2027;37843
25;K;2028;37044
25;K;2029;37518
25;K;2030;37665
25;K;2031;37765
25;K;2032;37935
25;K;2033;37689
25;K;2034;37928
25;K;2035;36896
25;K;2036;37264
25;K;2037;35349
25;K;2038;34395
25;K;2039;33628
25;K;2040;33864
25;K;2041;34509
25;K;2042;35973
25;K;2043;35928
25;K;2044;37126
25;K;2045;37641
25;K;2046;38151
25;K;2047;38684
25;K;2048;39266
25;K;2049;39884
25;K;2050;40426
25;K;2051;40801
25;K;2052;41005
25;K;2053;41087
25;K;2054;41088
25;K;2055;41036
25;K;2056;40949
25;K;2057;40840
25;K;2058;40716
25;K;2059;40582
25;K;2060;40432
26;M;2019;41606
26;M;2020;41301
26;M;2021;42404
26;M;2022;42369
26;M;2023;41011
26;M;2024;40788
26;M;2025;39999
26;M;2026;39673
26;M;2027;40064
26;M;2028;39081
26;M;2029;38742
26;M;2030;39021
26;M;2031;39011
26;M;2032;38879
26;M;2033;39637
26;M;2034;39186
26;M;2035;39999
26;M;2036;38712
26;M;2037;38828
26;M;2038;36417
26;M;2039;36184
26;M;2040;34899
26;M;2041;35475
26;M;2042;36005
26;M;2043;37875
26;M;2044;37390
26;M;2045;38705
26;M;2046;39249
26;M;2047;39785
26;M;2048;40344
26;M;2049;40958
26;M;2050;41606
26;M;2051;42179
26;M;2052;42572
26;M;2053;42788
26;M;2054;42876
26;M;2055;42877
26;M;2056;42824
26;M;2057;42735
26;M;2058;42620
26;M;2059;42492
26;M;2060;42351
26;K;2019;39661
26;K;2020;39533
26;K;2021;40870
26;K;2022;40501
26;K;2023;39344
26;K;2024;39162
26;K;2025;38427
26;K;2026;38512
26;K;2027;38875
26;K;2028;38058
26;K;2029;37268
26;K;2030;37739
26;K;2031;37886
26;K;2032;37982
26;K;2033;38149
26;K;2034;37903
26;K;2035;38140
26;K;2036;37112
26;K;2037;37475
26;K;2038;35568
26;K;2039;34619
26;K;2040;33853
26;K;2041;34092
26;K;2042;34740
26;K;2043;36206
26;K;2044;36163
26;K;2045;37358
26;K;2046;37874
26;K;2047;38383
26;K;2048;38915
26;K;2049;39496
26;K;2050;40110
26;K;2051;40651
26;K;2052;41025
26;K;2053;41228
26;K;2054;41309
26;K;2055;41312
26;K;2056;41260
26;K;2057;41173
26;K;2058;41064
26;K;2059;40941
26;K;2060;40805
27;M;2019;40009
27;M;2020;41866
27;M;2021;41512
27;M;2022;42580
27;M;2023;42546
27;M;2024;41200
27;M;2025;40981
27;M;2026;40209
27;M;2027;39893
27;M;2028;40295
27;M;2029;39319
27;M;2030;38983
27;M;2031;39264
27;M;2032;39254
27;M;2033;39122
27;M;2034;39877
27;M;2035;39422
27;M;2036;40235
27;M;2037;38950
27;M;2038;39069
27;M;2039;36662
27;M;2040;36431
27;M;2041;35150
27;M;2042;35725
27;M;2043;36259
27;M;2044;38132
27;M;2045;37650
27;M;2046;38964
27;M;2047;39506
27;M;2048;40043
27;M;2049;40602
27;M;2050;41215
27;M;2051;41861
27;M;2052;42432
27;M;2053;42826
27;M;2054;43042
27;M;2055;43128
27;M;2056;43132
27;M;2057;43079
27;M;2058;42988
27;M;2059;42876
27;M;2060;42747
27;K;2019;38569
27;K;2020;39825
27;K;2021;39681
27;K;2022;41005
27;K;2023;40643
27;K;2024;39491
27;K;2025;39312
27;K;2026;38588
27;K;2027;38685
27;K;2028;39054
27;K;2029;38244
27;K;2030;37457
27;K;2031;37928
27;K;2032;38075
27;K;2033;38170
27;K;2034;38336
27;K;2035;38087
27;K;2036;38321
27;K;2037;37289
27;K;2038;37655
27;K;2039;35746
27;K;2040;34799
27;K;2041;34033
27;K;2042;34272
27;K;2043;34923
27;K;2044;36386
27;K;2045;36343
27;K;2046;37539
27;K;2047;38053
27;K;2048;38562
27;K;2049;39094
27;K;2050;39671
27;K;2051;40283
27;K;2052;40823
27;K;2053;41196
27;K;2054;41397
27;K;2055;41480
27;K;2056;41481
27;K;2057;41430
27;K;2058;41344
27;K;2059;41235
27;K;2060;41112
28;M;2019;40230
28;M;2020;40232
28;M;2021;42044
28;M;2022;41661
28;M;2023;42706
28;M;2024;42678
28;M;2025;41349
28;M;2026;41133
28;M;2027;40374
28;M;2028;40068
28;M;2029;40479
28;M;2030;39510
28;M;2031;39177
28;M;2032;39458
28;M;2033;39449
28;M;2034;39316
28;M;2035;40070
28;M;2036;39613
28;M;2037;40422
28;M;2038;39142
28;M;2039;39263
28;M;2040;36860
28;M;2041;36628
28;M;2042;35353
28;M;2043;35928
28;M;2044;36464
28;M;2045;38339
28;M;2046;37860
28;M;2047;39171
28;M;2048;39713
28;M;2049;40249
28;M;2050;40808
28;M;2051;41418
28;M;2052;42063
28;M;2053;42633
28;M;2054;43025
28;M;2055;43240
28;M;2056;43326
28;M;2057;43329
28;M;2058;43277
28;M;2059;43188
28;M;2060;43075
28;K;2019;38358
28;K;2020;38672
28;K;2021;39924
28;K;2022;39772
28;K;2023;41082
28;K;2024;40724
28;K;2025;39578
28;K;2026;39403
28;K;2027;38687
28;K;2028;38790
28;K;2029;39161
28;K;2030;38360
28;K;2031;37577
28;K;2032;38046
28;K;2033;38192
28;K;2034;38284
28;K;2035;38448
28;K;2036;38200
28;K;2037;38431
28;K;2038;37404
28;K;2039;37767
28;K;2040;35862
28;K;2041;34919
28;K;2042;34153
28;K;2043;34394
28;K;2044;35047
28;K;2045;36509
28;K;2046;36469
28;K;2047;37664
28;K;2048;38179
28;K;2049;38687
28;K;2050;39217
28;K;2051;39795
28;K;2052;40406
28;K;2053;40946
28;K;2054;41315
28;K;2055;41518
28;K;2056;41600
28;K;2057;41602
28;K;2058;41551
28;K;2059;41464
28;K;2060;41357
29;M;2019;38902
29;M;2020;40321
29;M;2021;40316
29;M;2022;42100
29;M;2023;41704
29;M;2024;42737
29;M;2025;42721
29;M;2026;41408
29;M;2027;41198
29;M;2028;40452
29;M;2029;40156
29;M;2030;40569
29;M;2031;39609
29;M;2032;39280
29;M;2033;39564
29;M;2034;39554
29;M;2035;39422
29;M;2036;40173
29;M;2037;39716
29;M;2038;40522
29;M;2039;39250
29;M;2040;39368
29;M;2041;36974
29;M;2042;36744
29;M;2043;35475
29;M;2044;36050
29;M;2045;36590
29;M;2046;38463
29;M;2047;37986
29;M;2048;39293
29;M;2049;39836
29;M;2050;40370
29;M;2051;40929
29;M;2052;41538
29;M;2053;42183
29;M;2054;42753
29;M;2055;43145
29;M;2056;43359
29;M;2057;43447
29;M;2058;43450
29;M;2059;43397
29;M;2060;43308
29;K;2019;37293
29;K;2020;38398
29;K;2021;38719
29;K;2022;39975
29;K;2023;39820
29;K;2024;41126
29;K;2025;40779
29;K;2026;39639
29;K;2027;39467
29;K;2028;38756
29;K;2029;38867
29;K;2030;39242
29;K;2031;38446
29;K;2032;37664
29;K;2033;38132
29;K;2034;38278
29;K;2035;38368
29;K;2036;38531
29;K;2037;38280
29;K;2038;38508
29;K;2039;37482
29;K;2040;37845
29;K;2041;35942
29;K;2042;34999
29;K;2043;34233
29;K;2044;34475
29;K;2045;35130
29;K;2046;36596
29;K;2047;36556
29;K;2048;37750
29;K;2049;38265
29;K;2050;38771
29;K;2051;39299
29;K;2052;39877
29;K;2053;40486
29;K;2054;41025
29;K;2055;41393
29;K;2056;41594
29;K;2057;41676
29;K;2058;41677
29;K;2059;41627
29;K;2060;41541
30;M;2019;37848
30;M;2020;39062
30;M;2021;40429
30;M;2022;40431
30;M;2023;42202
30;M;2024;41805
30;M;2025;42834
30;M;2026;42830
30;M;2027;41533
30;M;2028;41330
30;M;2029;40593
30;M;2030;40307
30;M;2031;40728
30;M;2032;39772
30;M;2033;39445
30;M;2034;39731
30;M;2035;39720
30;M;2036;39587
30;M;2037;40336
30;M;2038;39878
30;M;2039;40687
30;M;2040;39414
30;M;2041;39536
30;M;2042;37144
30;M;2043;36914
30;M;2044;35649
30;M;2045;36228
30;M;2046;36773
30;M;2047;38652
30;M;2048;38172
30;M;2049;39478
30;M;2050;40021
30;M;2051;40557
30;M;2052;41115
30;M;2053;41726
30;M;2054;42371
30;M;2055;42940
30;M;2056;43331
30;M;2057;43547
30;M;2058;43633
30;M;2059;43637
30;M;2060;43585
30;K;2019;36144
30;K;2020;37338
30;K;2021;38409
30;K;2022;38733
30;K;2023;39988
30;K;2024;39833
30;K;2025;41134
30;K;2026;40792
30;K;2027;39658
30;K;2028;39488
30;K;2029;38784
30;K;2030;38900
30;K;2031;39276
30;K;2032;38485
30;K;2033;37705
30;K;2034;38173
30;K;2035;38319
30;K;2036;38407
30;K;2037;38568
30;K;2038;38319
30;K;2039;38546
30;K;2040;37521
30;K;2041;37884
30;K;2042;35983
30;K;2043;35042
30;K;2044;34278
30;K;2045;34520
30;K;2046;35177
30;K;2047;36643
30;K;2048;36606
30;K;2049;37799
30;K;2050;38313
30;K;2051;38822
30;K;2052;39349
30;K;2053;39927
30;K;2054;40536
30;K;2055;41072
30;K;2056;41442
30;K;2057;41645
30;K;2058;41726
30;K;2059;41728
30;K;2060;41677
31;M;2019;36449
31;M;2020;37932
31;M;2021;39107
31;M;2022;40439
31;M;2023;40466
31;M;2024;42233
31;M;2025;41838
31;M;2026;42867
31;M;2027;42875
31;M;2028;41594
31;M;2029;41397
31;M;2030;40672
31;M;2031;40393
31;M;2032;40818
31;M;2033;39866
31;M;2034;39544
31;M;2035;39829
31;M;2036;39817
31;M;2037;39684
31;M;2038;40431
31;M;2039;39971
31;M;2040;40778
31;M;2041;39510
31;M;2042;39633
31;M;2043;37247
31;M;2044;37017
31;M;2045;35757
31;M;2046;36337
31;M;2047;36885
31;M;2048;38767
31;M;2049;38286
31;M;2050;39591
31;M;2051;40134
31;M;2052;40670
31;M;2053;41228
31;M;2054;41837
31;M;2055;42481
31;M;2056;43051
31;M;2057;43442
31;M;2058;43656
31;M;2059;43742
31;M;2060;43745
31;K;2019;34487
31;K;2020;36130
31;K;2021;37317
31;K;2022;38351
31;K;2023;38672
31;K;2024;39927
31;K;2025;39770
31;K;2026;41071
31;K;2027;40731
31;K;2028;39602
31;K;2029;39433
31;K;2030;38736
31;K;2031;38854
31;K;2032;39233
31;K;2033;38443
31;K;2034;37668
31;K;2035;38135
31;K;2036;38281
31;K;2037;38369
31;K;2038;38530
31;K;2039;38281
31;K;2040;38507
31;K;2041;37485
31;K;2042;37847
31;K;2043;35949
31;K;2044;35008
31;K;2045;34246
31;K;2046;34489
31;K;2047;35147
31;K;2048;36614
31;K;2049;36577
31;K;2050;37770
31;K;2051;38287
31;K;2052;38795
31;K;2053;39323
31;K;2054;39900
31;K;2055;40510
31;K;2056;41049
31;K;2057;41419
31;K;2058;41621
31;K;2059;41702
31;K;2060;41704
32;M;2019;35879
32;M;2020;36566
32;M;2021;38005
32;M;2022;39157
32;M;2023;40467
32;M;2024;40507
32;M;2025;42271
32;M;2026;41879
32;M;2027;42910
32;M;2028;42929
32;M;2029;41656
32;M;2030;41466
32;M;2031;40745
32;M;2032;40472
32;M;2033;40903
32;M;2034;39954
32;M;2035;39632
32;M;2036;39921
32;M;2037;39911
32;M;2038;39776
32;M;2039;40525
32;M;2040;40064
32;M;2041;40871
32;M;2042;39608
32;M;2043;39731
32;M;2044;37346
32;M;2045;37117
32;M;2046;35861
32;M;2047;36441
32;M;2048;36995
32;M;2049;38880
32;M;2050;38395
32;M;2051;39699
32;M;2052;40245
32;M;2053;40781
32;M;2054;41341
32;M;2055;41952
32;M;2056;42598
32;M;2057;43168
32;M;2058;43560
32;M;2059;43774
32;M;2060;43862
32;K;2019;33968
32;K;2020;34532
32;K;2021;36129
32;K;2022;37312
32;K;2023;38327
32;K;2024;38650
32;K;2025;39910
32;K;2026;39753
32;K;2027;41052
32;K;2028;40717
32;K;2029;39590
32;K;2030;39425
32;K;2031;38732
32;K;2032;38854
32;K;2033;39233
32;K;2034;38446
32;K;2035;37672
32;K;2036;38139
32;K;2037;38284
32;K;2038;38371
32;K;2039;38533
32;K;2040;38285
32;K;2041;38510
32;K;2042;37490
32;K;2043;37852
32;K;2044;35955
32;K;2045;35017
32;K;2046;34254
32;K;2047;34498
32;K;2048;35158
32;K;2049;36625
32;K;2050;36590
32;K;2051;37784
32;K;2052;38300
32;K;2053;38809
32;K;2054;39338
32;K;2055;39917
32;K;2056;40527
32;K;2057;41066
32;K;2058;41435
32;K;2059;41637
32;K;2060;41720
33;M;2019;34590
33;M;2020;35927
33;M;2021;36580
33;M;2022;37990
33;M;2023;39124
33;M;2024;40418
33;M;2025;40475
33;M;2026;42240
33;M;2027;41855
33;M;2028;42885
33;M;2029;42914
33;M;2030;41652
33;M;2031;41466
33;M;2032;40753
33;M;2033;40486
33;M;2034;40920
